index,(+ve word count) ,(-ve word count),(overall polarity),(times change in pol),(largest + cont),(largest - cont),(capital letters),(punctuation),emoji_count,laughter_exp_count,label
1336,0,0,0,0,0,0,1,0,0,0,1
1337,1,0,2,0,1,0,2,0,0,0,1
1338,1,1,0,1,1,1,1,0,0,0,1
1339,1,0,1,0,1,0,1,0,0,0,1
1340,1,0,1,0,1,0,2,0,0,0,0
1341,0,0,0,0,0,0,15,0,0,0,0
1342,3,0,3,0,3,0,9,0,0,1,1
1343,1,0,1,0,1,0,7,0,0,0,1
1344,0,0,0,0,0,0,4,1,0,0,1
1345,0,1,-1,0,0,1,2,0,0,0,1
1346,0,0,0,0,0,0,11,0,0,0,0
1347,0,1,-1,0,0,1,6,0,0,0,0
1348,3,0,4,0,3,0,2,0,0,0,1
1349,0,0,0,0,0,0,1,0,0,0,0
1350,1,1,0,1,1,1,1,0,0,1,0
1351,1,0,1,0,1,0,1,0,0,0,1
1352,0,0,0,0,0,0,0,1,0,0,1
1353,0,1,-2,0,0,1,7,0,0,0,1
1354,1,1,-1,1,1,1,0,0,0,0,1
1355,0,0,0,0,0,0,10,2,0,0,0
1356,1,2,-5,1,1,2,7,0,0,0,0
1357,2,0,2,0,2,0,0,1,0,0,1
1358,1,0,1,0,1,0,11,0,0,0,0
1359,0,0,0,0,0,0,0,0,0,0,0
1360,1,0,2,0,1,0,4,0,0,0,0
1361,0,0,0,0,0,0,3,0,0,0,0
1362,0,0,0,0,0,0,5,0,0,0,0
1363,0,0,0,0,0,0,6,0,0,0,1
1364,0,0,0,0,0,0,3,1,0,0,1
1365,1,1,-1,1,1,1,3,0,0,0,1
1366,0,0,0,0,0,0,2,0,0,0,1
1367,1,0,2,0,1,0,17,0,0,0,0
1368,0,0,0,0,0,0,1,0,0,0,1
1369,2,1,0,2,1,1,3,1,0,0,1
1370,2,0,4,0,2,0,5,1,0,0,1
1371,2,0,3,0,2,0,1,4,0,0,1
1372,0,0,0,0,0,0,10,0,0,0,0
1373,2,1,3,1,2,1,1,0,0,0,1
1374,1,0,2,0,1,0,6,0,0,0,0
1375,0,0,0,0,0,0,6,0,0,0,0
1376,0,0,0,0,0,0,14,0,0,0,0
1377,0,0,0,0,0,0,7,1,0,0,0
1378,1,0,1,0,1,0,2,0,0,0,0
1379,0,2,-2,0,0,2,13,0,0,0,0
1380,0,0,0,0,0,0,10,0,0,0,0
1381,1,0,2,0,1,0,1,1,0,0,1
1382,1,0,1,0,1,0,1,2,0,0,1
1383,1,1,-2,1,1,1,12,0,0,0,0
1384,1,0,1,0,1,0,5,1,0,0,0
1385,0,1,-2,0,0,1,2,0,0,0,0
1386,1,0,1,0,1,0,15,1,0,0,1
1387,1,1,0,1,1,1,2,2,0,0,1
1388,1,0,2,0,1,0,1,0,0,0,1
1389,0,0,0,0,0,0,13,1,0,0,1
1390,1,0,2,0,1,0,3,0,0,0,1
1391,0,0,0,0,0,0,9,1,0,0,1
1392,0,1,-3,0,0,1,9,0,0,0,0
1393,1,0,2,0,1,0,5,2,0,0,1
1394,0,0,0,0,0,0,9,0,0,0,0
1395,0,2,-2,0,0,2,1,5,0,0,1
1396,0,0,0,0,0,0,3,0,0,0,0
1397,2,3,-2,3,1,2,9,0,2,0,1
1398,0,0,0,0,0,0,2,0,0,0,0
1399,0,0,0,0,0,0,16,5,0,0,1
1400,1,0,2,0,1,0,0,0,0,0,1
1401,1,0,2,0,1,0,2,0,1,0,1
1402,1,0,1,0,1,0,13,0,0,0,0
1403,0,0,0,0,0,0,2,2,0,0,1
1404,1,0,2,0,1,0,2,0,0,0,1
1405,0,0,0,0,0,0,4,0,0,0,0
1406,2,0,3,0,2,0,18,0,0,0,1
1407,0,0,0,0,0,0,3,0,0,0,0
1408,1,1,0,1,1,1,3,1,0,0,1
1409,0,2,-3,0,0,2,2,0,0,0,1
1410,1,0,1,0,1,0,20,0,0,0,0
1411,0,0,0,0,0,0,11,0,0,0,0
1412,0,0,0,0,0,0,6,0,0,0,1
1413,0,0,0,0,0,0,7,1,0,0,0
1414,0,0,0,0,0,0,3,2,0,0,1
1415,1,0,1,0,1,0,0,1,0,0,0
1416,0,1,-1,0,0,1,11,0,0,0,0
1417,0,2,-4,0,0,2,7,0,0,0,0
1418,2,0,4,0,2,0,4,1,0,0,0
1419,0,0,0,0,0,0,1,0,0,0,1
1420,1,1,-1,1,1,1,8,2,0,0,1
1421,0,1,-1,0,0,1,1,0,0,0,0
1422,0,0,0,0,0,0,2,2,0,0,1
1423,1,1,-2,1,1,1,3,0,0,0,0
1424,0,0,0,0,0,0,6,2,0,0,1
1425,0,0,0,0,0,0,1,2,0,0,0
1426,1,1,0,1,1,1,2,4,0,0,1
1427,1,2,-1,1,1,2,6,0,0,0,1
1428,0,0,0,0,0,0,7,0,0,0,0
1429,0,0,0,0,0,0,0,0,0,0,0
1430,1,0,2,0,1,0,3,0,0,0,0
1431,0,0,0,0,0,0,10,0,0,0,0
1432,0,0,0,0,0,0,2,0,0,0,1
1433,1,1,0,1,1,1,7,0,0,0,0
1434,1,0,1,0,1,0,5,0,0,0,0
1435,0,0,0,0,0,0,7,0,0,0,0
1436,1,0,1,0,1,0,8,3,0,0,1
1437,0,0,0,0,0,0,10,0,0,0,0
1438,0,1,-1,0,0,1,1,0,0,0,0
1439,0,1,-3,0,0,1,3,2,0,0,1
1440,0,1,-1,0,0,1,3,1,0,0,1
1441,0,2,-2,0,0,2,4,0,0,0,0
1442,1,0,1,0,1,0,1,0,0,0,1
1443,0,0,0,0,0,0,5,0,0,0,0
1444,1,0,2,0,1,0,14,0,0,0,0
1445,1,0,1,0,1,0,12,1,0,0,1
1446,2,0,2,0,2,0,4,0,0,0,0
1447,0,0,0,0,0,0,9,0,0,0,1
1448,0,1,-1,0,0,1,8,2,0,0,1
1449,0,1,-2,0,0,1,1,2,0,0,1
1450,1,0,2,0,1,0,1,0,0,0,1
1451,1,0,3,0,1,0,1,1,0,0,1
1452,0,0,0,0,0,0,1,0,0,0,0
1453,0,0,0,0,0,0,2,0,0,0,0
1454,1,0,1,0,1,0,4,0,0,0,1
1455,1,0,1,0,1,0,12,0,0,0,0
1456,1,0,1,0,1,0,2,0,0,0,1
1457,1,0,1,0,1,0,0,0,0,0,1
1458,0,1,-1,0,0,1,8,0,0,0,0
1459,1,0,1,0,1,0,6,0,0,0,0
1460,1,2,-2,1,1,2,3,0,0,0,1
1461,1,1,0,1,1,1,16,1,0,0,1
1462,0,0,0,0,0,0,2,0,1,0,1
1463,0,0,0,0,0,0,1,3,0,0,1
1464,0,0,0,0,0,0,4,1,0,0,0
1465,1,0,1,0,1,0,2,0,0,0,0
1466,1,1,1,1,1,1,3,0,0,0,1
1467,1,0,2,0,1,0,6,0,0,0,1
1468,0,3,-6,0,0,3,6,0,0,0,1
1469,0,0,0,0,0,0,11,0,0,0,0
1470,1,0,2,0,1,0,3,0,0,0,0
1471,0,1,-1,0,0,1,1,0,0,0,0
1472,0,0,0,0,0,0,0,0,0,0,0
1473,1,1,0,1,1,1,9,4,0,1,1
1474,0,1,-2,0,0,1,1,0,0,0,1
1475,0,0,0,0,0,0,9,0,0,0,0
1476,1,0,1,0,1,0,11,1,0,0,1
1477,1,0,2,0,1,0,5,0,0,0,1
1478,0,0,0,0,0,0,7,0,0,0,0
1479,2,1,1,1,2,1,3,2,0,0,1
1480,1,0,1,0,1,0,1,1,0,0,0
1481,1,1,0,1,1,1,1,0,0,0,0
1482,1,0,2,0,1,0,4,0,0,1,1
1483,1,0,2,0,1,0,2,0,0,0,1
1484,1,1,0,1,1,1,0,0,0,0,1
1485,0,1,-2,0,0,1,4,1,0,0,1
1486,0,0,0,0,0,0,14,0,0,0,0
1487,2,0,4,0,2,0,0,0,0,0,0
1488,0,0,0,0,0,0,2,0,0,0,1
1489,1,0,2,0,1,0,3,0,0,0,0
1490,2,0,4,0,2,0,9,0,0,0,1
1491,0,3,-5,0,0,3,8,1,0,0,0
1492,1,0,2,0,1,0,1,0,0,0,1
1493,0,0,0,0,0,0,3,0,0,0,0
1494,0,2,-2,0,0,2,5,0,0,0,0
1495,3,0,6,0,3,0,2,1,2,0,1
1496,0,0,0,0,0,0,1,0,0,0,1
1497,1,2,-1,1,1,2,11,0,0,0,0
1498,1,0,1,0,1,0,0,0,0,0,1
1499,0,0,0,0,0,0,6,0,0,0,0
1500,1,0,1,0,1,0,1,3,0,0,1
1501,0,0,0,0,0,0,21,0,0,0,1
1502,1,0,2,0,1,0,17,0,0,0,0
1503,0,1,-1,0,0,1,1,1,0,0,1
1504,0,1,-1,0,0,1,1,0,0,0,1
1505,0,1,-1,0,0,1,1,0,0,0,0
1506,3,1,2,2,2,1,11,2,0,0,1
1507,1,2,-3,1,1,2,26,0,0,0,0
1508,0,0,0,0,0,0,1,0,0,0,1
1509,0,0,0,0,0,0,6,0,0,0,0
1510,0,1,-2,0,0,1,24,0,0,0,0
1511,2,0,4,0,2,0,12,0,0,0,1
1512,2,0,3,0,2,0,1,0,0,0,0
1513,0,0,0,0,0,0,1,3,0,0,1
1514,2,1,-1,2,1,1,2,0,0,0,0
1515,1,1,1,1,1,1,2,0,0,0,1
1516,1,0,1,0,1,0,1,3,0,0,1
1517,0,0,0,0,0,0,3,2,0,0,1
1518,1,0,1,0,1,0,0,0,0,0,1
1519,0,0,0,0,0,0,3,0,0,0,1
1520,1,0,2,0,1,0,9,0,0,0,0
1521,0,1,-2,0,0,1,10,0,0,0,0
1522,1,2,-1,1,1,2,2,1,0,0,1
1523,0,0,0,0,0,0,1,0,1,0,1
1524,1,0,1,0,1,0,4,0,0,0,0
1525,1,0,2,0,1,0,3,0,1,0,0
1526,0,0,0,0,0,0,6,0,0,0,0
1527,0,0,0,0,0,0,2,0,0,0,1
1528,0,0,0,0,0,0,2,1,0,0,0
1529,0,2,-2,0,0,2,11,0,0,0,0
1530,0,0,0,0,0,0,0,0,0,0,0
1531,1,0,1,0,1,0,1,0,1,0,1
1532,0,1,-2,0,0,1,4,0,0,0,0
1533,0,1,-1,0,0,1,11,0,0,0,1
1534,1,0,1,0,1,0,1,0,1,0,1
1535,0,3,-6,0,0,3,2,0,0,0,0
1536,1,0,1,0,1,0,3,0,0,0,0
1537,1,0,2,0,1,0,1,0,0,0,1
1538,1,0,1,0,1,0,5,0,0,0,0
1539,2,0,3,0,2,0,29,0,0,0,1
1540,0,0,0,0,0,0,0,0,0,0,0
1541,0,0,0,0,0,0,13,0,0,0,0
1542,1,1,0,1,1,1,13,2,0,0,1
1543,0,0,0,0,0,0,7,0,0,0,0
1544,1,0,1,0,1,0,5,0,0,0,1
1545,0,0,0,0,0,0,2,0,0,0,0
1546,0,1,-1,0,0,1,1,0,0,0,1
1547,0,1,-1,0,0,1,2,0,0,0,0
1548,0,0,0,0,0,0,7,1,0,0,0
1549,0,1,-1,0,0,1,6,1,0,0,0
1550,1,0,1,0,1,0,0,0,0,0,1
1551,0,0,0,0,0,0,8,0,0,0,0
1552,1,0,1,0,1,0,7,0,0,0,0
1553,1,0,1,0,1,0,1,0,0,0,1
1554,0,0,0,0,0,0,3,4,0,0,1
1555,2,0,3,0,2,0,8,0,0,0,0
1556,1,0,1,0,1,0,3,0,0,0,0
1557,1,0,2,0,1,0,4,0,0,0,1
1558,0,0,0,0,0,0,4,0,0,0,1
1559,1,0,2,0,1,0,3,0,0,0,0
1560,2,0,3,0,2,0,80,1,0,0,0
1561,0,0,0,0,0,0,4,0,0,0,0
1562,0,2,-2,0,0,2,1,0,0,0,1
1563,1,0,1,0,1,0,2,2,0,0,0
1564,2,1,3,1,2,1,2,0,0,0,0
1565,0,4,-4,0,0,4,8,3,0,0,1
1566,1,1,0,1,1,1,0,0,0,0,1
1567,1,0,1,0,1,0,3,1,0,0,0
1568,0,0,0,0,0,0,4,0,0,0,0
1569,0,1,-1,0,0,1,2,1,0,0,1
1570,1,1,0,1,1,1,1,4,0,0,0
1571,2,0,2,0,2,0,3,0,0,0,0
1572,0,0,0,0,0,0,12,0,0,0,0
1573,0,1,-1,0,0,1,1,0,1,0,0
1574,0,0,0,0,0,0,8,0,0,0,0
1575,0,1,-1,0,0,1,7,0,0,0,1
1576,0,0,0,0,0,0,5,2,0,0,0
1577,1,0,1,0,1,0,0,0,0,0,1
1578,0,0,0,0,0,0,1,0,0,0,0
1579,0,0,0,0,0,0,8,0,0,0,0
1580,0,0,0,0,0,0,9,0,0,0,0
1581,2,0,3,0,2,0,7,0,0,0,0
1582,0,0,0,0,0,0,10,0,0,0,0
1583,0,0,0,0,0,0,1,0,0,0,1
1584,1,0,2,0,1,0,1,1,0,0,1
1585,0,0,0,0,0,0,3,0,0,0,0
1586,1,0,1,0,1,0,2,0,0,0,0
1587,2,0,2,0,2,0,5,6,0,0,1
1588,1,0,1,0,1,0,13,0,0,0,0
1589,1,0,1,0,1,0,1,0,0,0,0
1590,0,0,0,0,0,0,3,0,0,0,1
1591,2,0,3,0,2,0,8,4,0,0,1
1592,1,0,3,0,1,0,3,0,0,0,0
1593,0,1,-1,0,0,1,7,0,0,0,1
1594,1,2,-1,1,1,2,9,0,0,1,1
1595,0,0,0,0,0,0,10,0,0,0,0
1596,0,0,0,0,0,0,1,4,0,0,1
1597,0,0,0,0,0,0,7,0,0,0,0
1598,2,1,1,2,1,1,7,0,0,0,1
1599,0,0,0,0,0,0,2,0,0,0,0
1600,1,0,2,0,1,0,1,0,0,0,0
1601,1,1,-1,1,1,1,4,0,0,0,0
1602,1,0,1,0,1,0,8,0,0,0,0
1603,0,0,0,0,0,0,3,0,0,0,0
1604,2,1,2,2,1,1,9,3,0,0,1
1605,0,0,0,0,0,0,0,0,2,0,1
1606,1,0,2,0,1,0,2,0,0,0,1
1607,0,1,-1,0,0,1,2,0,0,0,1
1608,1,0,1,0,1,0,5,0,0,0,1
1609,0,0,0,0,0,0,7,0,0,0,1
1610,0,0,0,0,0,0,7,0,0,0,0
1611,0,0,0,0,0,0,4,0,2,0,1
1612,2,0,3,0,2,0,6,2,0,0,1
1613,0,1,-2,0,0,1,5,0,0,0,0
1614,1,0,3,0,1,0,3,0,0,0,0
1615,0,0,0,0,0,0,4,1,0,0,1
1616,0,0,0,0,0,0,1,0,0,0,0
1617,0,1,-1,0,0,1,1,0,0,0,1
1618,0,1,-1,0,0,1,2,0,0,0,0
1619,0,1,-2,0,0,1,6,3,0,0,1
1620,0,1,-1,0,0,1,14,0,0,0,0
1621,1,0,1,0,1,0,13,0,0,0,0
1622,1,0,2,0,1,0,4,0,0,0,0
1623,3,0,4,0,3,0,6,0,1,0,0
1624,1,1,1,1,1,1,17,1,0,0,1
1625,1,1,-1,1,1,1,10,2,0,0,1
1626,0,0,0,0,0,0,13,1,0,0,0
1627,0,2,-4,0,0,2,3,0,0,0,1
1628,0,1,-3,0,0,1,1,0,0,0,1
1629,0,1,-1,0,0,1,6,0,0,0,1
1630,0,0,0,0,0,0,17,0,1,0,1
1631,1,0,1,0,1,0,4,1,0,0,1
1632,1,0,1,0,1,0,4,0,0,0,1
1633,1,0,1,0,1,0,1,3,0,0,1
1634,0,1,-1,0,0,1,1,0,0,0,1
1635,1,2,-2,1,1,2,4,2,0,0,0
1636,0,0,0,0,0,0,2,2,0,0,1
1637,1,2,-1,1,1,2,1,2,0,0,0
1638,0,1,-2,0,0,1,0,0,0,0,1
1639,0,0,0,0,0,0,8,0,0,0,0
1640,0,1,-1,0,0,1,1,2,0,0,1
1641,1,0,2,0,1,0,0,0,0,0,0
1642,1,0,1,0,1,0,5,2,0,0,1
1643,0,0,0,0,0,0,2,0,0,0,0
1644,1,0,1,0,1,0,9,0,0,0,0
1645,1,1,0,1,1,1,3,0,0,0,0
1646,1,0,1,0,1,0,0,0,0,0,1
1647,1,1,-1,1,1,1,10,0,0,1,1
1648,0,0,0,0,0,0,6,0,0,0,0
1649,1,0,1,0,1,0,2,0,0,0,1
1650,2,0,3,0,2,0,3,2,0,0,0
1651,2,0,3,0,2,0,5,0,1,1,0
1652,3,4,0,3,2,3,6,0,0,0,1
1653,1,0,1,0,1,0,6,1,0,0,1
1654,0,1,-1,0,0,1,7,0,0,0,0
1655,0,0,0,0,0,0,2,0,0,0,0
1656,1,0,1,0,1,0,2,0,0,0,1
1657,0,0,0,0,0,0,11,0,0,0,0
1658,0,1,-1,0,0,1,4,1,0,0,0
1659,2,0,3,0,2,0,2,0,0,0,1
1660,1,0,1,0,1,0,1,0,0,0,0
1661,0,0,0,0,0,0,1,0,0,0,1
1662,0,0,0,0,0,0,6,0,0,0,0
1663,0,0,0,0,0,0,17,0,0,0,0
1664,0,1,-1,0,0,1,1,0,0,0,1
1665,0,0,0,0,0,0,16,0,0,0,0
1666,1,0,1,0,1,0,10,0,0,0,0
1667,2,0,2,0,2,0,2,1,0,0,1
1668,1,0,1,0,1,0,3,1,0,0,1
1669,0,0,0,0,0,0,9,0,0,0,0
1670,1,0,1,0,1,0,7,0,0,0,1
1671,2,0,2,0,2,0,4,1,0,0,1
1672,0,1,-1,0,0,1,2,0,0,0,1
1673,0,1,-2,0,0,1,5,4,0,0,1
1674,2,0,4,0,2,0,6,4,0,0,1
1675,0,2,-2,0,0,2,4,0,0,0,0
1676,2,0,3,0,2,0,11,1,2,0,1
1677,0,1,-1,0,0,1,8,0,0,0,0
1678,0,1,-2,0,0,1,4,0,0,0,0
1679,0,0,0,0,0,0,3,0,0,0,0
1680,1,0,2,0,1,0,3,0,0,0,1
1681,0,1,-1,0,0,1,8,0,0,0,1
1682,0,0,0,0,0,0,2,0,0,0,1
1683,1,0,1,0,1,0,2,0,0,0,1
1684,1,1,-1,1,1,1,5,3,0,0,1
1685,1,1,1,1,1,1,5,0,0,0,0
1686,0,0,0,0,0,0,1,0,0,0,0
1687,0,0,0,0,0,0,0,1,0,0,1
1688,0,1,-1,0,0,1,2,0,0,0,0
1689,2,0,3,0,2,0,2,1,0,1,0
1690,1,0,1,0,1,0,1,0,0,0,0
1691,0,0,0,0,0,0,9,9,0,0,1
1692,0,0,0,0,0,0,2,3,0,0,1
1693,1,0,2,0,1,0,1,0,0,0,0
1694,1,1,0,1,1,1,5,0,0,0,0
1695,0,1,-1,0,0,1,5,0,0,0,0
1696,0,1,-2,0,0,1,10,0,0,0,0
1697,0,0,0,0,0,0,3,0,0,0,1
1698,0,0,0,0,0,0,1,0,0,0,1
1699,0,0,0,0,0,0,4,3,0,0,1
1700,1,0,1,0,1,0,2,0,0,0,0
1701,0,1,-1,0,0,1,0,1,0,0,1
1702,0,0,0,0,0,0,5,0,0,0,0
1703,1,1,1,1,1,1,2,0,0,0,0
1704,0,0,0,0,0,0,5,0,0,0,0
1705,2,3,0,1,2,3,5,0,0,0,0
1706,0,2,-4,0,0,2,9,0,0,0,0
1707,1,0,2,0,1,0,6,0,0,0,0
1708,0,1,-1,0,0,1,7,1,0,0,1
1709,1,0,1,0,1,0,2,2,0,0,1
1710,0,0,0,0,0,0,1,0,0,0,0
1711,0,0,0,0,0,0,7,0,0,0,0
1712,1,0,1,0,1,0,9,0,0,0,0
1713,2,0,3,0,2,0,4,0,0,0,1
1714,1,0,1,0,1,0,3,0,0,0,0
1715,0,1,-1,0,0,1,1,0,0,0,0
1716,0,0,0,0,0,0,5,2,0,0,0
1717,0,0,0,0,0,0,1,0,0,0,0
1718,1,0,1,0,1,0,3,0,0,0,0
1719,1,0,2,0,1,0,49,0,0,0,1
1720,1,0,1,0,1,0,2,0,0,0,1
1721,0,0,0,0,0,0,0,3,0,0,1
1722,1,0,1,0,1,0,2,0,0,0,0
1723,0,0,0,0,0,0,15,2,0,0,0
1724,0,0,0,0,0,0,1,0,0,0,1
1725,3,0,4,0,3,0,5,1,0,0,1
1726,1,0,2,0,1,0,5,1,0,0,1
1727,1,1,1,1,1,1,5,0,0,0,1
1728,0,0,0,0,0,0,4,1,0,0,0
1729,0,0,0,0,0,0,3,2,0,0,0
1730,1,0,3,0,1,0,0,0,0,0,0
1731,1,0,2,0,1,0,2,0,4,0,0
1732,0,0,0,0,0,0,2,0,0,0,1
1733,0,0,0,0,0,0,4,0,0,0,0
1734,3,0,5,0,3,0,1,0,0,0,1
1735,1,0,1,0,1,0,20,2,0,0,1
1736,0,0,0,0,0,0,5,0,0,0,0
1737,0,0,0,0,0,0,2,0,0,0,0
1738,0,1,-1,0,0,1,1,0,0,0,1
1739,0,0,0,0,0,0,6,0,0,0,1
1740,0,1,-1,0,0,1,0,1,0,0,1
1741,1,0,1,0,1,0,6,7,0,0,1
1742,0,0,0,0,0,0,10,0,0,0,0
1743,0,0,0,0,0,0,2,0,0,0,0
1744,0,0,0,0,0,0,5,0,0,0,0
1745,0,0,0,0,0,0,2,0,0,0,0
1746,0,0,0,0,0,0,2,0,0,0,1
1747,1,1,-1,1,1,1,5,1,0,0,0
1748,0,0,0,0,0,0,1,0,0,0,0
1749,0,0,0,0,0,0,9,0,0,0,0
1750,0,0,0,0,0,0,1,0,0,0,0
1751,0,0,0,0,0,0,1,1,0,0,0
1752,5,0,7,0,5,0,1,0,0,0,0
1753,1,0,1,0,1,0,7,0,0,0,0
1754,3,0,3,0,3,0,2,0,0,0,1
1755,0,0,0,0,0,0,0,0,0,0,1
1756,1,2,-1,2,1,1,1,3,0,1,1
1757,1,0,1,0,1,0,3,0,0,0,0
1758,0,1,-1,0,0,1,0,0,0,0,0
1759,0,0,0,0,0,0,2,0,0,0,0
1760,1,1,0,1,1,1,13,1,0,0,0
1761,1,0,2,0,1,0,1,0,0,0,0
1762,1,1,0,1,1,1,4,0,0,0,1
1763,0,1,-1,0,0,1,3,0,0,0,0
1764,1,0,2,0,1,0,5,2,0,0,0
1765,0,1,-2,0,0,1,3,0,0,0,1
1766,1,0,3,0,1,0,6,1,0,0,1
1767,0,2,-2,0,0,2,1,0,0,0,0
1768,0,0,0,0,0,0,2,1,0,0,0
1769,1,0,1,0,1,0,1,0,0,0,1
1770,0,0,0,0,0,0,3,0,0,0,1
1771,0,1,-1,0,0,1,1,0,0,0,1
1772,0,0,0,0,0,0,0,0,0,0,1
1773,0,0,0,0,0,0,1,0,0,0,0
1774,2,0,3,0,2,0,6,0,0,0,1
1775,1,0,1,0,1,0,11,0,0,0,0
1776,0,0,0,0,0,0,17,0,0,0,0
1777,0,0,0,0,0,0,7,0,0,0,0
1778,1,1,0,1,1,1,8,2,0,0,0
1779,2,0,2,0,2,0,7,2,0,0,0
1780,0,0,0,0,0,0,9,0,0,0,0
1781,1,0,1,0,1,0,4,0,0,1,1
1782,2,0,3,0,2,0,0,1,0,0,1
1783,0,1,-2,0,0,1,0,0,0,0,0
1784,0,0,0,0,0,0,1,0,0,0,1
1785,2,0,4,0,2,0,14,1,0,0,0
1786,1,1,0,1,1,1,8,0,0,0,0
1787,1,0,1,0,1,0,3,0,0,0,0
1788,0,0,0,0,0,0,6,0,0,0,0
1789,3,0,6,0,3,0,0,0,0,1,0
1790,0,0,0,0,0,0,1,0,0,0,0
1791,0,1,-1,0,0,1,1,0,0,0,0
1792,1,2,-1,1,1,2,0,0,0,0,0
1793,0,0,0,0,0,0,3,1,0,0,0
1794,0,1,-1,0,0,1,0,0,0,0,0
1795,1,0,1,0,1,0,4,0,0,0,0
1796,1,1,1,1,1,1,5,3,0,0,1
1797,2,0,3,0,2,0,13,2,0,0,1
1798,1,0,1,0,1,0,2,0,0,0,0
1799,2,0,2,0,2,0,1,0,0,0,0
1800,2,2,-3,3,1,1,4,0,0,0,1
1801,1,1,0,1,1,1,6,0,0,0,1
1802,0,2,-3,0,0,2,10,1,0,0,0
1803,1,0,1,0,1,0,7,0,0,0,0
1804,0,1,-1,0,0,1,1,0,0,0,1
1805,0,2,-2,0,0,2,4,2,0,0,1
1806,0,0,0,0,0,0,2,0,0,0,0
1807,0,1,-1,0,0,1,7,0,0,0,0
1808,1,0,1,0,1,0,1,0,0,0,1
1809,1,1,-1,1,1,1,5,0,0,0,0
1810,0,0,0,0,0,0,3,0,0,0,0
1811,1,1,0,1,1,1,2,2,0,0,1
1812,3,0,6,0,3,0,0,0,0,0,1
1813,0,0,0,0,0,0,5,0,0,0,0
1814,1,0,2,0,1,0,9,0,0,0,0
1815,0,0,0,0,0,0,3,0,0,0,0
1816,1,0,1,0,1,0,1,0,0,0,1
1817,0,0,0,0,0,0,0,0,2,0,0
1818,1,0,2,0,1,0,1,0,3,0,1
1819,1,0,1,0,1,0,5,0,0,0,1
1820,0,1,-3,0,0,1,6,2,0,0,1
1821,0,0,0,0,0,0,8,0,0,0,0
1822,0,0,0,0,0,0,12,0,0,0,0
1823,0,0,0,0,0,0,13,0,0,0,0
1824,0,0,0,0,0,0,1,0,0,0,0
1825,0,0,0,0,0,0,1,0,0,0,0
1826,2,0,2,0,2,0,2,0,0,0,1
1827,0,2,-2,0,0,2,2,0,0,0,0
1828,0,0,0,0,0,0,12,0,0,0,0
1829,2,0,2,0,2,0,8,0,0,0,0
1830,2,0,3,0,2,0,0,0,0,0,0
1831,2,0,4,0,2,0,8,1,0,0,1
1832,0,0,0,0,0,0,4,0,0,0,1
1833,0,0,0,0,0,0,3,0,0,0,1
1834,0,1,-1,0,0,1,0,1,0,0,1
1835,1,0,2,0,1,0,3,0,0,0,0
1836,0,0,0,0,0,0,2,0,0,0,0
1837,1,0,2,0,1,0,4,1,0,0,0
1838,1,0,1,0,1,0,1,1,0,0,1
1839,1,2,-1,2,1,1,1,0,0,0,0
1840,2,0,3,0,2,0,2,2,0,0,1
1841,2,0,3,0,2,0,29,0,0,0,1
1842,3,0,4,0,3,0,7,0,0,0,1
1843,0,1,-1,0,0,1,2,0,0,0,0
1844,1,0,1,0,1,0,1,0,1,0,0
1845,1,0,1,0,1,0,7,1,0,0,0
1846,1,1,-2,1,1,1,21,3,0,0,1
1847,0,0,0,0,0,0,1,0,0,0,1
1848,1,0,1,0,1,0,3,2,1,0,1
1849,3,0,4,0,3,0,3,0,0,0,1
1850,0,0,0,0,0,0,4,3,0,0,1
1851,1,0,2,0,1,0,1,0,0,0,0
1852,1,0,2,0,1,0,2,0,0,0,1
1853,1,0,2,0,1,0,2,0,0,0,1
1854,0,0,0,0,0,0,8,0,0,0,0
1855,0,0,0,0,0,0,9,0,0,0,0
1856,0,1,-1,0,0,1,2,1,0,0,1
1857,0,0,0,0,0,0,3,0,0,0,0
1858,1,0,2,0,1,0,3,0,0,0,0
1859,0,0,0,0,0,0,1,0,0,0,1
1860,1,0,2,0,1,0,2,0,0,0,1
1861,1,0,1,0,1,0,2,0,0,0,0
1862,1,0,1,0,1,0,2,0,0,0,1
1863,0,1,-1,0,0,1,7,0,0,0,0
1864,0,0,0,0,0,0,3,4,0,0,1
1865,1,0,1,0,1,0,0,0,0,0,0
1866,0,1,-1,0,0,1,9,0,0,0,0
1867,0,0,0,0,0,0,18,1,0,0,1
1868,1,0,2,0,1,0,1,0,0,0,1
1869,0,0,0,0,0,0,1,0,0,0,0
1870,0,1,-1,0,0,1,5,7,0,0,1
1871,0,1,-1,0,0,1,2,2,0,0,0
1872,0,1,-1,0,0,1,8,0,0,0,0
1873,1,0,2,0,1,0,1,5,1,0,1
1874,1,1,0,1,1,1,2,0,0,0,0
1875,1,0,1,0,1,0,6,0,0,0,1
1876,2,0,4,0,2,0,12,0,0,0,0
1877,1,0,1,0,1,0,3,0,0,0,1
1878,0,0,0,0,0,0,4,2,0,0,1
1879,0,0,0,0,0,0,3,1,0,0,1
1880,2,0,3,0,2,0,1,3,0,0,1
1881,1,0,2,0,1,0,10,0,0,0,1
1882,0,0,0,0,0,0,1,0,0,0,1
1883,0,1,-1,0,0,1,24,2,0,0,1
1884,0,2,-4,0,0,2,2,1,0,0,0
1885,0,0,0,0,0,0,1,2,0,0,1
1886,0,0,0,0,0,0,2,0,0,0,0
1887,2,0,2,0,2,0,6,0,0,0,1
